介助,カスタム名詞,カイジョ
介抱,カスタム名詞,カイホウ
会員資格,カスタム名詞,カイインシカク
会社名,カスタム名詞,カイシャメイ
会心,カスタム名詞,カイシン
会心の作,カスタム名詞,カイシンノサク
会費,カスタム名詞,カイヒ
解決,カスタム名詞,カイケツ
解決策,カスタム名詞,カイケツサク
解雇,カスタム名詞,カイコ
解散,カスタム名詞,カイサン
解除,カスタム名詞,カイジョ
解消,カスタム名詞,カイショウ
解説文,カスタム名詞,カイセツブン
解体屋,カスタム名詞,カイタイヤ
解脱,カスタム名詞,ゲダツ
解答,カスタム名詞,カイトウ
解任,カスタム名詞,カイニン
解放感,カスタム名詞,カイホウカン
解剖,カスタム名詞,カイボウ
解明,カスタム名詞,カイメイ
解約,カスタム名詞,カイヤク
回し,カスタム名詞,マワシ
回り道,カスタム名詞,マワリミチ
回帰,カスタム名詞,カイキ
回収,カスタム名詞,カイシュウ
回天の力,カスタム名詞,カイテンノチカラ
回答,カスタム名詞,カイトウ
回避,カスタム名詞,カイヒ
回復,カスタム名詞,カイフク
回復基調,カスタム名詞,カイフクキチョウ
回復傾向,カスタム名詞,カイフクケイコウ
回復力,カスタム名詞,カイフクリョク
回礼,カスタム名詞,カイレイ
塊,カスタム名詞,カイ
塊状,カスタム名詞,カイジョウ
壊血病,カスタム名詞,カイケツビョウ
壊死,カスタム名詞,エシ
壊滅,カスタム名詞,カイメツ
壊滅的打撃,カスタム名詞,カイメツテキダゲキ
壊乱,カスタム名詞,カイラン
壊疽,カスタム名詞,エソ
快楽,カスタム名詞,カイラク
快活,カスタム名詞,カイカツ
快感,カスタム名詞,カイカン
快気祝い,カスタム名詞,カイキイワイ
快事,カスタム名詞,カイジ
快勝,カスタム名詞,カイショウ
快笑,カスタム名詞,カイショウ
快晴,カスタム名詞,カイセイ
快速,カスタム名詞,カイソク
快打,カスタム名詞,カイダ
快諾,カスタム名詞,カイダク
快調,カスタム名詞,カイチョウ
快適,カスタム名詞,カイテキ
快適さ,カスタム名詞,カイテキサ
快適性,カスタム名詞,カイテキセイ
快投,カスタム名詞,カイトウ
快報,カスタム名詞,カイホウ
快眠,カスタム名詞,カイミン
怪しさ,カスタム名詞,アヤシサ
怪我,カスタム名詞,ケガ
怪我人,カスタム名詞,ケガニン
怪漢,カスタム名詞,カイカン
怪気炎,カスタム名詞,カイキホノオ
怪傑,カスタム名詞,カイケツ
怪光線,カスタム名詞,カイコウセン
怪事件,カスタム名詞,カイジケン
怪人,カスタム名詞,カイジン
怪盗,カスタム名詞,カイトウ
怪物,カスタム名詞,カイブツ
怪文書,カスタム名詞,カイブンショ
怪聞,カスタム名詞,カイブン
怪力,カスタム名詞,カイリキ
悔い,カスタム名詞,クイ
悔しさ,カスタム名詞,クヤシサ
悔し涙,カスタム名詞,クヤシナミダ
懐かしさ,カスタム名詞,ナツカシサ
懐疑,カスタム名詞,カイギ
懐具合,カスタム名詞,フトコログアイ
戒厳令,カスタム名詞,カイゲンレイ
戒告,カスタム名詞,カイコク
戒慎,カスタム名詞,カイシン
戒名,カスタム名詞,カイミョウ
戒飭,カスタム名詞,カイチョク
拐帯,カスタム名詞,カイタイ
改ざん,カスタム名詞,カイザン
改悪,カスタム名詞,カイアク
改易,カスタム名詞,カイエキ
改革,カスタム名詞,カイカク
改悟,カスタム名詞,カイゴ
改作,カスタム名詞,カイサク
改心,カスタム名詞,カイシン
改新,カスタム名詞,カイシン
改進,カスタム名詞,カイシン
改正,カスタム名詞,カイセイ
改善,カスタム名詞,カイゼン
改造,カスタム名詞,カイゾウ
改定,カスタム名詞,カイテイ
改訂,カスタム名詞,カイテイ
改変,カスタム名詞,カイヘン
改編,カスタム名詞,カイヘン
改良,カスタム名詞,カイリョウ
改竄,カスタム名詞,カイザン
晦渋,カスタム名詞,カイジュウ
海原,カスタム名詞,ウナバラ
海神,カスタム名詞,ウミガミ
海水,カスタム名詞,カイスイ
海水浴,カスタム名詞,カイスイヨク
海賊行為,カスタム名詞,カイゾクコウイ
海賊版,カスタム名詞,カイゾクバン
海難,カスタム名詞,カイナン
海難救助,カスタム名詞,カイナンキュウジョ
海難事故,カスタム名詞,カイナンジコ
灰,カスタム名詞,ハイ
灰褐色,カスタム名詞,ハイカッショク
灰色,カスタム名詞,ハイイロ
皆,カスタム名詞,ミナ
皆勤賞,カスタム名詞,カイキンショウ
皆様,カスタム名詞,ミナサマ
絵,カスタム名詞,エ
絵画,カスタム名詞,カイガ
絵空事,カスタム名詞,エソラゴト
絵手紙,カスタム名詞,エテガミ
絵馬,カスタム名詞,エマ
絵筆,カスタム名詞,エフデ
開き,カスタム名詞,ヒラキ
開け方,カスタム名詞,ヒラケホウ
開運,カスタム名詞,カイウン
開花,カスタム名詞,カイカ
開花時期,カスタム名詞,カイカジキ
開業,カスタム名詞,カイギョウ
開墾,カスタム名詞,カイコン
開催,カスタム名詞,カイサイ
開示,カスタム名詞,カイジ
開拓,カスタム名詞,カイタク
開拓者,カスタム名詞,カイタクシャ
開発期間,カスタム名詞,カイハツキカン
開票,カスタム名詞,カイヒョウ
開腹,カスタム名詞,カイフク
開放,カスタム名詞,カイホウ
開放感,カスタム名詞,カイホウカン
開放性,カスタム名詞,カイホウセイ
貝殻,カスタム名詞,カイガラ
外れ,カスタム名詞,ハズレ
外圧,カスタム名詞,ガイアツ
外掛け,カスタム名詞,ソトガケ
外患,カスタム名詞,ガイカン
外観,カスタム名詞,ガイカン
外見,カスタム名詞,ガイケン
外交,カスタム名詞,ガイコウ
外耳炎,カスタム名詞,ガイジホノオ
外傷,カスタム名詞,ガイショウ
外敵,カスタム名詞,ガイテキ
外道,カスタム名詞,ガイドウ
外反母趾,カスタム名詞,ガイハンボシ
外務,カスタム名詞,ガイム
外面如菩薩内心如夜叉,カスタム名詞,ガイメンジョボサツナイシンジョヤシャ
外枠,カスタム名詞,ソトワク
外寇,カスタム名詞,ソトコウ
咳,カスタム名詞,セキ
害,カスタム名詞,ガイ
害悪,カスタム名詞,ガイアク
害虫,カスタム名詞,ガイチュウ
害毒,カスタム名詞,ガイドク
崖崩れ,カスタム名詞,ガケクズレ
慨世,カスタム名詞,ガイセイ
慨嘆,カスタム名詞,ガイタン
該当者,カスタム名詞,ガイトウシャ
鎧袖一触,カスタム名詞,ガイシュウイッショク
蛙,カスタム名詞,カエル
垣根,カスタム名詞,カキネ
各パーツ,カスタム名詞,カクパーツ
拡充,カスタム名詞,カクジュウ
拡大,カスタム名詞,カクダイ
拡張,カスタム名詞,カクチョウ
拡張性,カスタム名詞,カクチョウセイ
拡幅,カスタム名詞,カクフク
格,カスタム名詞,カク
格安,カスタム名詞,カクヤス
格下げ,カスタム名詞,カクサゲ
格好よさ,カスタム名詞,カッコウヨサ
格好良さ,カスタム名詞,カッコウヨサ
格差,カスタム名詞,カクサ
格式,カスタム名詞,カクシキ
格調,カスタム名詞,カクチョウ
核戦争,カスタム名詞,カクセンソウ
核反応,カスタム名詞,カクハンノウ
核兵器,カスタム名詞,カクヘイキ
核兵器廃絶,カスタム名詞,カクヘイキハイゼツ
殻,カスタム名詞,カラ
獲得,カスタム名詞,カクトク
確か,カスタム名詞,タシカ
確実,カスタム名詞,カクジツ
確実さ,カスタム名詞,カクジツサ
確実性,カスタム名詞,カクジツセイ
確証,カスタム名詞,カクショウ
確信,カスタム名詞,カクシン
確然,カスタム名詞,カクゼン
確定,カスタム名詞,カクテイ
確定的,カスタム名詞,カクテイテキ
確認,カスタム名詞,カクニン
確保,カスタム名詞,カクホ
確報,カスタム名詞,カクホウ
確立,カスタム名詞,カクリツ
覚醒剤,カスタム名詞,カクセイザイ
角栓,カスタム名詞,カクセン
較差,カスタム名詞,コウサ
隔たり,カスタム名詞,ヘダタリ
隔意,カスタム名詞,カクイ
隔世の感,カスタム名詞,カクセイノカン
隔離,カスタム名詞,カクリ
革,カスタム名詞,カワ
革新,カスタム名詞,カクシン
革命,カスタム名詞,カクメイ
革命児,カスタム名詞,カクメイジ
学,カスタム名詞,ガク
学位,カスタム名詞,ガクイ
学級崩壊,カスタム名詞,ガッキュウホウカイ
学芸員,カスタム名詞,ガクゲイイン
学識,カスタム名詞,ガクシキ
学者肌,カスタム名詞,ガクシャハダ
学習意欲,カスタム名詞,ガクシュウイヨク
学習機会,カスタム名詞,ガクシュウキカイ
学習効果,カスタム名詞,ガクシュウコウカ
学習障害,カスタム名詞,ガクシュウショウガイ
学習能力,カスタム名詞,ガクシュウノウリョク
学殖,カスタム名詞,ガクショク
学生たち,カスタム名詞,ガクセイタチ
学生生活,カスタム名詞,ガクセイセイカツ
学生達,カスタム名詞,ガクセイタチ
学徳,カスタム名詞,ガクトク
学費,カスタム名詞,ガクヒ
学力,カスタム名詞,ガクリョク
学力低下,カスタム名詞,ガクリョクテイカ
学歴,カスタム名詞,ガクレキ
学歴詐称,カスタム名詞,ガクレキサショウ
楽しさ,カスタム名詞,タノシサ
楽しみ,カスタム名詞,タノシミ
楽園,カスタム名詞,ラクエン
楽楽,カスタム名詞,ラクラク
楽観,カスタム名詞,ラクカン
楽士,カスタム名詞,ガクシ
楽師,カスタム名詞,ガクシ
楽勝,カスタム名詞,ラクショウ
楽人,カスタム名詞,ガクジン
楽天,カスタム名詞,ラクテン
楽天市場,カスタム名詞,ラクテンシジョウ
顎,カスタム名詞,アゴ
顎関節症,カスタム名詞,アゴカンセツショウ
掛け声倒れ,カスタム名詞,カケゴエタオレ
掛け倒れ,カスタム名詞,カケタオレ
割り増し,カスタム名詞,ワリマシ
割れ目,カスタム名詞,ワレメ
割安,カスタム名詞,ワリヤス
割高,カスタム名詞,ワリダカ
割高感,カスタム名詞,ワリダカカン
喝采,カスタム名詞,カッサイ
活,カスタム名詞,カツ
活気,カスタム名詞,カッキ
活況,カスタム名詞,カッキョウ
活劇,カスタム名詞,カツゲキ
活字離れ,カスタム名詞,カツジハナレ
活性,カスタム名詞,カッセイ
活性化,カスタム名詞,カッセイカ
活動,カスタム名詞,カツドウ
活動家,カスタム名詞,カツドウカ
活動資金,カスタム名詞,カツドウシキン
活動力,カスタム名詞,カツドウリョク
活発,カスタム名詞,カッパツ
活発化,カスタム名詞,カッパツカ
活躍,カスタム名詞,カツヤク
活用,カスタム名詞,カツヨウ
活力,カスタム名詞,カツリョク
渇,カスタム名詞,カツ
渇き,カスタム名詞,カワキ
渇仰,カスタム名詞,カツゴウ
渇水,カスタム名詞,カッスイ
滑らか,カスタム名詞,ナメラカ
滑らかさ,カスタム名詞,ナメラカサ
滑稽,カスタム名詞,コッケイ
滑降,カスタム名詞,カッコウ
滑落,カスタム名詞,カツラク
葛藤,カスタム名詞,カットウ
株,カスタム名詞,カブ
株式,カスタム名詞,カブシキ
株主資本,カスタム名詞,カブヌシシホン
株数,カスタム名詞,カブスウ
鎌倉幕府,カスタム名詞,カマクラバクフ
瓦礫,カスタム名詞,ガレキ
乾き目,カスタム名詞,カワキメ
乾性,カスタム名詞,カンセイ
乾燥肌,カスタム名詞,カンソウハダ
乾杯,カスタム名詞,カンパイ
乾癬,カスタム名詞,カンセン
冠婚葬祭,カスタム名詞,カンコンソウサイ
冠水,カスタム名詞,カンスイ
寒さ,カスタム名詞,サムサ
寒気,カスタム名詞,サムケ
寒心,カスタム名詞,カンシン
寒村,カスタム名詞,カンソン
刊,カスタム名詞,カン
刊行,カスタム名詞,カンコウ
勘,カスタム名詞,カン
勘ぐり,カスタム名詞,カングリ
勘違い,カスタム名詞,カンチガイ
勘気,カスタム名詞,カンキ
勘当,カスタム名詞,カンドウ
勧め,カスタム名詞,ススメ
勧業,カスタム名詞,カンギョウ
勧奨,カスタム名詞,カンショウ
勧進,カスタム名詞,カンジン
勧善,カスタム名詞,カンゼン
勧誘,カスタム名詞,カンユウ
巻き舌,カスタム名詞,マキシタ
巻き添え,カスタム名詞,マキゾエ
巻き返し,カスタム名詞,マキカエシ
喚起,カスタム名詞,カンキ
堪忍,カスタム名詞,カンニン
堪能,カスタム名詞,タンノウ
姦淫,カスタム名詞,カンイン
完ぺき,カスタム名詞,カンペキ
完治,カスタム名詞,カンチ
完勝,カスタム名詞,カンショウ
完遂,カスタム名詞,カンスイ
完成,カスタム名詞,カンセイ
完成度,カスタム名詞,カンセイド
完全,カスタム名詞,カンゼン
完全失業率,カスタム名詞,カンゼンシツギョウリツ
完全性,カスタム名詞,カンゼンセイ
完全無欠,カスタム名詞,カンゼンムケツ
完走,カスタム名詞,カンソウ
完投,カスタム名詞,カントウ
完敗,カスタム名詞,カンパイ
完売,カスタム名詞,カンバイ
完備,カスタム名詞,カンビ
完封,カスタム名詞,カンプウ
完封負け,カスタム名詞,カンプウマケ
完了,カスタム名詞,カンリョウ
完璧,カスタム名詞,カンペキ
官許,カスタム名詞,カンキョ
官能,カスタム名詞,カンノウ
官僚主義,カスタム名詞,カンリョウシュギ
寛厚,カスタム名詞,カンコウ
寛容,カスタム名詞,カンヨウ
寛容さ,カスタム名詞,カンヨウサ
干ばつ,カスタム名詞,カンバツ
干ぼし,カスタム名詞,カンボシ
干渉,カスタム名詞,カンショウ
干犯,カスタム名詞,カンパン
幹部,カスタム名詞,カンブ
患い,カスタム名詞,カンイ
患者,カスタム名詞,カンジャ
患部,カスタム名詞,カンブ
感じ,カスタム名詞,カンジ
感悦,カスタム名詞,カンエツ
感応,カスタム名詞,カンノウ
感慨,カスタム名詞,カンガイ
感慨無量,カスタム名詞,カンガイムリョウ
感覚,カスタム名詞,カンカク
感激,カスタム名詞,カンゲキ
感謝,カスタム名詞,カンシャ
感謝状,カスタム名詞,カンシャジョウ
感受性,カスタム名詞,カンジュセイ
感傷,カスタム名詞,カンショウ
感情,カスタム名詞,カンジョウ
感触,カスタム名詞,カンショク
感心,カスタム名詞,カンシン
感性,カスタム名詞,カンセイ
感染,カスタム名詞,カンセン
感染ルート,カスタム名詞,カンセンルート
感染経路,カスタム名詞,カンセンケイロ
感染者,カスタム名詞,カンセンシャ
感染症,カスタム名詞,カンセンショウ
感想,カスタム名詞,カンソウ
感想メール,カスタム名詞,カンソウメール
感嘆,カスタム名詞,カンタン
感電,カスタム名詞,カンデン
感度,カスタム名詞,カンド
感動,カスタム名詞,カンドウ
感服,カスタム名詞,カンプク
感冒,カスタム名詞,カンボウ
感銘,カスタム名詞,カンメイ
感銘・肝銘,カスタム名詞,カンメイ・カンメイ
感涙,カスタム名詞,カンルイ
慣性,カスタム名詞,カンセイ
換気,カスタム名詞,カンキ
換金,カスタム名詞,カンキン
敢闘,カスタム名詞,カントウ
歓び,カスタム名詞,カンビ
歓喜,カスタム名詞,カンキ
歓迎,カスタム名詞,カンゲイ
歓呼,カスタム名詞,カンコ
歓心,カスタム名詞,カンシン
歓声,カスタム名詞,カンセイ
汗,カスタム名詞,アセ
汗だく,カスタム名詞,アセダク
漢方,カスタム名詞,カンポウ
環境,カスタム名詞,カンキョウ
環境悪化,カスタム名詞,カンキョウアッカ
環境影響,カスタム名詞,カンキョウエイキョウ
環境汚染,カスタム名詞,カンキョウオセン
環境破壊,カスタム名詞,カンキョウハカイ
環境配慮,カスタム名詞,カンキョウハイリョ
環境変数,カスタム名詞,カンキョウヘンスウ
環境保護,カスタム名詞,カンキョウホゴ
環境保全,カスタム名詞,カンキョウホゼン
甘え,カスタム名詞,アマエ
甘えん坊,カスタム名詞,アマエンボウ
甘み,カスタム名詞,カンミ
甘口,カスタム名詞,アマクチ
甘辛,カスタム名詞,カンシン
甘味,カスタム名詞,アマミ
監禁,カスタム名詞,カンキン
監護,カスタム名詞,カンゴ
監獄,カスタム名詞,カンゴク
監査,カスタム名詞,カンサ
監視,カスタム名詞,カンシ
監督,カスタム名詞,カントク
監督責任,カスタム名詞,カントクセキニン
看護,カスタム名詞,カンゴ
看板倒れ,カスタム名詞,カンバンタオレ
管見,カスタム名詞,カンケン
簡易,カスタム名詞,カンイ
簡潔,カスタム名詞,カンケツ
簡捷,カスタム名詞,カンショウ
簡素,カスタム名詞,カンソ
簡素化,カスタム名詞,カンソカ
簡単,カスタム名詞,カンタン
簡単操作,カスタム名詞,カンタンソウサ
簡便,カスタム名詞,カンベン
簡明,カスタム名詞,カンメイ
簡約,カスタム名詞,カンヤク
簡略,カスタム名詞,カンリャク
緩み,カスタム名詞,ユルミ
緩やか,カスタム名詞,ユルヤカ
緩急,カスタム名詞,カンキュウ
緩衝,カスタム名詞,カンショウ
緩速,カスタム名詞,カンソク
緩慢,カスタム名詞,カンマン
緩和,カスタム名詞,カンワ
肝がん,カスタム名詞,キモガン
肝炎,カスタム名詞,カンエン
肝癌,カスタム名詞,カンガン
肝機能,カスタム名詞,カンキノウ
肝機能障害,カスタム名詞,カンキノウショウガイ
肝硬変,カスタム名詞,カンコウヘン
肝細胞癌,カスタム名詞,キモサイボウガン
肝試し,カスタム名詞,キモタメシ
肝臓がん,カスタム名詞,カンゾウガン
肝臓ガン,カスタム名詞,カンゾウガン
肝臓癌,カスタム名詞,カンゾウガン
肝臓障害,カスタム名詞,カンゾウショウガイ
肝臓病,カスタム名詞,カンゾウビョウ
肝不全,カスタム名詞,キモフゼン
肝銘,カスタム名詞,カンメイ
艦砲射撃,カスタム名詞,カンポウシャゲキ
観,カスタム名詞,カン
観客動員数,カスタム名詞,カンキャクドウインスウ
観光,カスタム名詞,カンコウ
観光案内所,カスタム名詞,カンコウアンナイジョ
観光客,カスタム名詞,カンコウキャク
観察,カスタム名詞,カンサツ
観察眼,カスタム名詞,カンサツメ
観察力,カスタム名詞,カンサツリョク
観衆,カスタム名詞,カンシュウ
観測,カスタム名詞,カンソク
還付,カスタム名詞,カンプ
間違い,カスタム名詞,マチガイ
間違い・間違え,カスタム名詞,マチガイ・マチガエ
間違え,カスタム名詞,マチガエ
間隙,カスタム名詞,カンゲキ
間質性肺炎,カスタム名詞,カンシツセイハイエン
間取り,カスタム名詞,マドリ
間抜け,カスタム名詞,マヌケ
関が原の戦い,カスタム名詞,カンガハラノタタカイ
関の山,カスタム名詞,カンノヤマ
関越自動車道,カスタム名詞,カンエツジドウシャドウ
関心,カスタム名詞,カンシン
関税,カスタム名詞,カンゼイ
関節炎,カスタム名詞,カンセツホノオ
関節痛,カスタム名詞,カンセツツウ
関東大震災,カスタム名詞,カントウダイシンサイ
関門,カスタム名詞,カンモン
陥没,カスタム名詞,カンボツ
陥落,カスタム名詞,カンラク
韓国,カスタム名詞,カンコク
韓国人,カスタム名詞,カンコクジン
丸見え,カスタム名詞,マルミエ
丸出し,カスタム名詞,マルダシ
丸損,カスタム名詞,マルゾン
含み笑い,カスタム名詞,フクミワライ
含み声,カスタム名詞,フクミコエ
含み損,カスタム名詞,フクミソン
含むところ,カスタム名詞,フクムトコロ
含羞,カスタム名詞,ガンシュウ
癌,カスタム名詞,ガン
癌細胞,カスタム名詞,ガンサイボウ
眼疾,カスタム名詞,ガンシツ
眼精疲労,カスタム名詞,ガンセイヒロウ
眼病,カスタム名詞,ガンビョウ
岩手,カスタム名詞,イワテ
頑健,カスタム名詞,ガンケン
頑固,カスタム名詞,ガンコ
頑丈,カスタム名詞,ガンジョウ
頑張り,カスタム名詞,ガンバリ
願い,カスタム名詞,ネガイ
願い事,カスタム名詞,ネガイゴト
願ったり叶ったり,カスタム名詞,ネガッタリカナッタリ
願望,カスタム名詞,ガンボウ
企画力,カスタム名詞,キカクリョク
企業イメージ,カスタム名詞,キギョウイメージ
企業家,カスタム名詞,キギョウイエ
企業間競争,カスタム名詞,キギョウカンキョウソウ
危うさ,カスタム名詞,アヤウサ
危なげ,カスタム名詞,アブナゲ
危害,カスタム名詞,キガイ
危機,カスタム名詞,キキ
危機感,カスタム名詞,キキカン
危機管理,カスタム名詞,キキカンリ
危急,カスタム名詞,キキュウ
危険,カスタム名詞,キケン
危険箇所,カスタム名詞,キケンカショ
危険信号,カスタム名詞,キケンシンゴウ
危険性,カスタム名詞,キケンセイ
危地,カスタム名詞,キチ
危篤,カスタム名詞,キトク
危篤状態,カスタム名詞,キトクジョウタイ
危難,カスタム名詞,キナン
危殆,カスタム名詞,キタイ
危惧,カスタム名詞,キグ
喜び,カスタム名詞,ヨロコビ
喜悦,カスタム名詞,キエツ
喜捨,カスタム名詞,キシャ
喜色,カスタム名詞,キショク
喜怒,カスタム名詞,キド
喜怒哀楽,カスタム名詞,キドアイラク
器用,カスタム名詞,キヨウ
器用さ,カスタム名詞,キヨウサ
器用貧乏,カスタム名詞,キヨウビンボウ
器量よし,カスタム名詞,キリョウヨシ
器量人,カスタム名詞,キリョウニン
基準,カスタム名詞,キジュン
基準財政需要額,カスタム名詞,キジュンザイセイジュヨウヒタイ
基礎,カスタム名詞,キソ
基礎データ,カスタム名詞,キソデータ
基礎学力,カスタム名詞,キソガクリョク
基礎基本,カスタム名詞,キソキホン
基礎体力,カスタム名詞,キソタイリョク
基礎代謝,カスタム名詞,キソタイシャ
基礎知識,カスタム名詞,キソチシキ
基地,カスタム名詞,キチ
基地外,カスタム名詞,キチソト
基地問題,カスタム名詞,キチモンダイ
基調,カスタム名詞,キチョウ
基盤,カスタム名詞,キバン
基本,カスタム名詞,キホン
基本機能,カスタム名詞,キホンキノウ
基本合意,カスタム名詞,キホンゴウイ
奇,カスタム名詞,キ
奇異,カスタム名詞,キイ
奇禍,カスタム名詞,キカ
奇怪,カスタム名詞,キカイ
奇観,カスタム名詞,キカン
奇形,カスタム名詞,キケイ
奇効,カスタム名詞,キコウ
奇才,カスタム名詞,キサイ
奇襲,カスタム名詞,キシュウ
奇人,カスタム名詞,キジン
奇声,カスタム名詞,キセイ
奇跡,カスタム名詞,キセキ
奇跡・奇蹟,カスタム名詞,キセキ・キセキ
奇蹟,カスタム名詞,キセキ
奇想,カスタム名詞,キソウ
奇特,カスタム名詞,キトク
奇抜,カスタム名詞,キバツ
奇病,カスタム名詞,キビョウ
奇癖,カスタム名詞,キヘキ
奇妙,カスタム名詞,キミョウ
奇問,カスタム名詞,キモン
奇麗,カスタム名詞,キレイ
嬉しさ,カスタム名詞,ウレシサ
嬉し涙,カスタム名詞,ウレシナミダ
寄り切り,カスタム名詞,ヨリキリ
寄り倒し,カスタム名詞,ヨリタオシ
寄進,カスタム名詞,キシン
寄生虫,カスタム名詞,キセイチュウ
寄付,カスタム名詞,キフ
寄付・寄附,カスタム名詞,キフ・キフ
寄附,カスタム名詞,キフ
寄与,カスタム名詞,キヨ
希少,カスタム名詞,キショウ
希少価値,カスタム名詞,キショウカチ
希代,カスタム名詞,キタイ
希望,カスタム名詞,キボウ
希望価格,カスタム名詞,キボウカカク
希覯,カスタム名詞,キコウ
忌避,カスタム名詞,キヒ
忌諱,カスタム名詞,キキ
旗手,カスタム名詞,キシュ
既刊,カスタム名詞,キカン
既視感,カスタム名詞,キシカン
既成概念,カスタム名詞,キセイガイネン
既成事実,カスタム名詞,キセイジジツ
既得権益,カスタム名詞,キトクケンマス
既報,カスタム名詞,キホウ
期限,カスタム名詞,キゲン
期待,カスタム名詞,キタイ
期待外れ,カスタム名詞,キタイガイレ
期待感,カスタム名詞,キタイカン
期日,カスタム名詞,キジツ
機会,カスタム名詞,キカイ
機会均等,カスタム名詞,キカイキントウ
機会損失,カスタム名詞,キカイソンシツ
機動性,カスタム名詞,キドウセイ
機動的,カスタム名詞,キドウテキ
機動力,カスタム名詞,キドウリョク
機能,カスタム名詞,キノウ
機能強化,カスタム名詞,キノウキョウカ
機能訓練,カスタム名詞,キノウクンレン
機能障害,カスタム名詞,キノウショウガイ
機能性,カスタム名詞,キノウセイ
機能低下,カスタム名詞,キノウテイカ
機能美,カスタム名詞,キノウビ
機能不全,カスタム名詞,キノウフゼン
機敏,カスタム名詞,キビン
機密費,カスタム名詞,キミツヒ
帰らぬ旅,カスタム名詞,カエラヌタビ
帰依,カスタム名詞,キエ
帰巣性,カスタム名詞,キソウセイ
気さく,カスタム名詞,キサク
気の張り,カスタム名詞,キノハリ
気の毒,カスタム名詞,キノドク
気ふさぎ,カスタム名詞,キフサギ
気ぶっせい,カスタム名詞,キブッセイ
気まずさ,カスタム名詞,キマズサ
気まま,カスタム名詞,キママ
気運,カスタム名詞,キウン
気炎,カスタム名詞,キエン
気温差,カスタム名詞,キオンサ
気概,カスタム名詞,キガイ
気楽,カスタム名詞,キラク
気掛かり,カスタム名詞,キカカリ
気管支炎,カスタム名詞,キカンシエン
気管支喘息,カスタム名詞,キカンシゼンソク
気詰まり,カスタム名詞,キツマリ
気胸,カスタム名詞,キキョウ
気苦労,カスタム名詞,キグロウ
気軽,カスタム名詞,キガル
気遣い,カスタム名詞,キヅカイ
気遣わしさ,カスタム名詞,キズカワシサ
気後れ,カスタム名詞,キウシレ
気構え,カスタム名詞,キガマエ
気合,カスタム名詞,キアイ
気合い,カスタム名詞,キアイ
気合い負け,カスタム名詞,キアイマケ
気骨,カスタム名詞,キコツ
気持ち,カスタム名詞,キモチ
気持ちよさ,カスタム名詞,キモチヨサ
気持ち悪さ,カスタム名詞,キモチワルサ
気持ち良さ,カスタム名詞,キモチヨサ
気質,カスタム名詞,キシツ
気重,カスタム名詞,キオモ
気丈,カスタム名詞,キタケ
気乗り,カスタム名詞,キノリ
気色,カスタム名詞,キショク
気随,カスタム名詞,キズイ
気随気まま,カスタム名詞,キズイキママ
気勢,カスタム名詞,キセイ
気絶,カスタム名詞,キゼツ
気息,カスタム名詞,キソク
気息奄奄,カスタム名詞,キソクエンエン
気任せ,カスタム名詞,キマカセセ
気配,カスタム名詞,ケハイ
気配り,カスタム名詞,キクバリ
気迫,カスタム名詞,キハク
気疲れ,カスタム名詞,キヅカレ
気品,カスタム名詞,キヒン
気付き,カスタム名詞,キヅキ
気付け,カスタム名詞,キヅケ
気負い,カスタム名詞,キオイ
気風,カスタム名詞,キフウ
気分,カスタム名詞,キブン
気分一新,カスタム名詞,キブンイッシン
気分転換,カスタム名詞,キブンテンカン
気泡,カスタム名詞,キホウ
気密性,カスタム名詞,キミツセイ
気落ち,カスタム名詞,キオチ
気力,カスタム名詞,キリョク
気鬱,カスタム名詞,キウツ
季刊,カスタム名詞,キカン
季節,カスタム名詞,キセツ
季節感,カスタム名詞,キセツカン
稀,カスタム名詞,マレ
紀律,カスタム名詞,キリツ
規制,カスタム名詞,キセイ
規制強化,カスタム名詞,キセイキョウカ
規整,カスタム名詞,キセイ
規正,カスタム名詞,キセイ
規正・規整,カスタム名詞,キセイ・キセイ
規則,カスタム名詞,キソク
規模,カスタム名詞,キボ
規約,カスタム名詞,キヤク
規律,カスタム名詞,キリツ
規律,カスタム名詞,キリツ
記憶障害,カスタム名詞,キオクショウガイ
記憶喪失,カスタム名詞,キオクソウシツ
記憶容量,カスタム名詞,キオクヨウリョウ
記憶力,カスタム名詞,キオクリョク
記載事項,カスタム名詞,キサイジコウ
記入ミス,カスタム名詞,キニュウミス
記念,カスタム名詞,キネン
記念講演,カスタム名詞,キネンコウエン
記念品,カスタム名詞,キネンヒン
記録,カスタム名詞,キロク
貴意,カスタム名詞,キイ
貴重,カスタム名詞,キチョウ
貴女,カスタム名詞,アナタ
起業,カスタム名詞,キギョウ
起業家,カスタム名詞,キギョウカ
起業家精神,カスタム名詞,キギョウカセイシン
起源,カスタム名詞,キゲン
起死回生,カスタム名詞,キシカイセイ
起点,カスタム名詞,キテン
起伏,カスタム名詞,キフク
輝き,カスタム名詞,カガヤキ
飢え,カスタム名詞,ウエ
飢餓,カスタム名詞,キガ
飢餓感,カスタム名詞,キガカン
飢渇,カスタム名詞,キカツ
飢饉,カスタム名詞,キキン
鬼,カスタム名詞,オニ
鬼に金棒,カスタム名詞,オニニカナボウ
鬼ばば,カスタム名詞,オニババ
鬼気,カスタム名詞,キキ
鬼才,カスタム名詞,キサイ
鬼女,カスタム名詞,キジョ
鬼神,カスタム名詞,キジン
鬼畜,カスタム名詞,キチク
